title,university,form,link,category
"Engineering Project Management: Scope, Time and Cost Management",Rice University,course,https://www.coursera.org/learn/scope-time-management-cost,business/leadership-and-management
Raison d’être et Entreprise à Mission,ESSEC Business School,course,https://www.coursera.org/learn/raison-etre-et-entreprise-a-mission,business/leadership-and-management
Communication Skills for Engineers,Rice University,specialization,https://www.coursera.org/specializations/leadership-communication-engineers,business/leadership-and-management
"Engineering Project Management: Risk, Quality, Teams, and Procurement",Rice University,course,https://www.coursera.org/learn/project-risk-quality-management,business/leadership-and-management
Estatística não-paramétrica para a tomada de decisão,Universidade de São Paulo,course,https://www.coursera.org/learn/estatistica-nao-parametrica,business/leadership-and-management
On Strategy : What Managers Can Learn from Philosophy - PART 1,CentraleSupélec,course,https://www.coursera.org/learn/management-philosophy,business/leadership-and-management
Career 911: Your Future Job in Medicine and Healthcare,Northwestern University,course,https://www.coursera.org/learn/healthcarejobs,business/leadership-and-management
Building a Data Science Team,Johns Hopkins University,course,https://www.coursera.org/learn/build-data-science-team,business/leadership-and-management
L'avenir de la décision : connaître et agir en complexité,ESSEC Business School,course,https://www.coursera.org/learn/lavenir-de-la-decision,business/leadership-and-management
Math behind Moneyball,University of Houston System,course,https://www.coursera.org/learn/mathematics-sport,business/leadership-and-management
The Role of Global Capital Markets,The University of Melbourne,course,https://www.coursera.org/learn/capital-markets,business/leadership-and-management
Strategic Management of Innovation,HEC Paris,course,https://www.coursera.org/learn/strategic-management-of-innovation,business/leadership-and-management
Introdução aos Princípios e Práticas da Gestão De Projetos,Universidade de São Paulo,specialization,https://www.coursera.org/specializations/gestao-de-projetos-introducao-usp,business/leadership-and-management
Branding and Customer Experience,IE Business School,course,https://www.coursera.org/learn/branding-and-cx,business/leadership-and-management
Mi Primer Empleo (MPE),Universidad de Chile,course,https://www.coursera.org/learn/mi-primer-empleo,business/leadership-and-management
Corporate Strategy,University of London,course,https://www.coursera.org/learn/corporatestrategy,business/leadership-and-management
Autoliderazgo y gestión de emociones para avanzar en desafíos complejos,Universidad de los Andes,course,https://www.coursera.org/learn/autoliderazgo-gestion-emociones,business/leadership-and-management
"Managing Responsibly: Practicing Sustainability, Responsibility and Ethics",University of Manchester,course,https://www.coursera.org/learn/responsible-management,business/leadership-and-management
Animer une séance collaborative,ESSEC Business School,course,https://www.coursera.org/learn/animer-seance-collaborative,business/leadership-and-management
Healthcare Organization Operations,Rutgers the State University of New Jersey,specialization,https://www.coursera.org/specializations/healthcare-organization-operations,business/leadership-and-management
"Conversations That Inspire: Coaching Learning, Leadership and Change",Case Western Reserve University,course,https://www.coursera.org/learn/leadership-coaching,business/leadership-and-management
Gestión del talento humano,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/gestion-del-talento,business/leadership-and-management
قيادة الفرق,University of Michigan,course,https://www.coursera.org/learn/leading-teams-ar,business/leadership-and-management
Fundraising and Development,"University of California, Davis",specialization,https://www.coursera.org/specializations/fundraising-development,business/leadership-and-management
La comunicación laboral en el siglo XXI,"University of California, Irvine",course,https://www.coursera.org/learn/comunicacion-trabajo,business/leadership-and-management
Tu consultorio de Coaching en las ondas,Universitat Autònoma de Barcelona,course,https://www.coursera.org/learn/coaching-en-las-ondas,business/leadership-and-management
Becoming a Sports Agent,Case Western Reserve University,course,https://www.coursera.org/learn/sports-agent,business/leadership-and-management
Account Management & Sales Force Design,West Virginia University,course,https://www.coursera.org/learn/account-management,business/leadership-and-management
Data Science in Real Life,Johns Hopkins University,course,https://www.coursera.org/learn/real-life-data-science,business/leadership-and-management
Applying Data Analytics in Marketing,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/applying-data-analytics-business-in-marketing,business/leadership-and-management
Managing Major Engineering Projects,University of Leeds,specialization,https://www.coursera.org/specializations/managing-major-engineering-projects,business/leadership-and-management
Six Sigma Advanced Define and Measure Phases,University System of Georgia,course,https://www.coursera.org/learn/six-sigma-define-measure-advanced,business/leadership-and-management
Improving Leadership & Governance in Nonprofit Organizations,The State University of New York,specialization,https://www.coursera.org/specializations/nonprofit,business/leadership-and-management
Психотехнологии работы с персоналом (Psychotechnologies of personnel management),Saint Petersburg State University,course,https://www.coursera.org/learn/psikhotekhnologii-raboty,business/leadership-and-management
Organisational behaviour: Know your people,Macquarie University,course,https://www.coursera.org/learn/organisational-behaviour-know-your-people,business/leadership-and-management
Iniciação e Planejamento de Projetos,Universidade de São Paulo,course,https://www.coursera.org/learn/projeto-aplicado,business/leadership-and-management
Современный менеджмент,Saint Petersburg State University,course,https://www.coursera.org/learn/modernmanagement,business/leadership-and-management
FinTech and the Transformation in Financial Services,Copenhagen Business School,course,https://www.coursera.org/learn/fintech-transformation-financial-services,business/leadership-and-management
Digital transformation of megapolises: from zero to #1 in UN digital e-government ranking,National Research University Higher School of Economics,course,https://www.coursera.org/learn/digital-transformation-of-megapolises,business/leadership-and-management
IS/IT Governance,University of Minnesota,course,https://www.coursera.org/learn/is-it-governance,business/leadership-and-management
Management of Urban Infrastructures – part 1,École Polytechnique Fédérale de Lausanne,course,https://www.coursera.org/learn/managing-urban-infrastructures-1,business/leadership-and-management
Six Sigma Advanced Analyze Phase,University System of Georgia,course,https://www.coursera.org/learn/six-sigma-analyze-advanced,business/leadership-and-management
Innovation and emerging technology: Be disruptive,Macquarie University,course,https://www.coursera.org/learn/innovation-technology-be-disruptive,business/leadership-and-management
Electric Utilities Fundamentals and Future,University of Colorado System,course,https://www.coursera.org/learn/electric-utilities,business/leadership-and-management
Build personal resilience,Macquarie University,course,https://www.coursera.org/learn/build-personal-resilience,business/leadership-and-management
Fundraising and Development Foundations,"University of California, Davis",course,https://www.coursera.org/learn/fundraising-development,business/leadership-and-management
New Technologies for Business Leaders,Rutgers the State University of New Jersey,course,https://www.coursera.org/learn/new-technologies-business-leaders,business/leadership-and-management
Управление людьми и командами,Saint Petersburg State University,course,https://www.coursera.org/learn/upravlenie-lyudmi-komandami,business/leadership-and-management
Leadership Through Design Innovation,Northwestern University,course,https://www.coursera.org/learn/leadership-design-innovation,business/leadership-and-management
"Trabaja inteligentemente, no más duro: Gestión del tiempo para la productividad personal y profesional","University of California, Irvine",course,https://www.coursera.org/learn/trabaja-inteligentemente,business/leadership-and-management
Coaching Practices,"University of California, Davis",course,https://www.coursera.org/learn/coaching-practices,business/leadership-and-management
Diseño de Experiencia en Servicios,Universidad Austral,course,https://www.coursera.org/learn/diseno-experiencia-servicios,business/leadership-and-management
"Introduction to the Nonprofit Sector, Nonprofit Organizations, Nonprofit Leadership and Governance",The State University of New York,course,https://www.coursera.org/learn/nonprofit-organizations,business/leadership-and-management
Strategic Career Self-Management,The State University of New York,course,https://www.coursera.org/learn/strategic-career-self-management,business/leadership-and-management
Programación y presupuesto del proyecto,Tecnológico de Monterrey,course,https://www.coursera.org/learn/riesgos-cambios-proyectos,business/leadership-and-management
Innovative Governance of Large Urban Systems,École Polytechnique Fédérale de Lausanne,course,https://www.coursera.org/learn/iglus,business/leadership-and-management
Solving Complex Problems,Macquarie University,specialization,https://www.coursera.org/specializations/solving-complex-problems,business/leadership-and-management
Reporting extra-financier et stratégie RSE,ESSEC Business School,course,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,business/leadership-and-management
Unethical Decision Making in Organizations,University of Lausanne,course,https://www.coursera.org/learn/unethical-decision-making,business/leadership-and-management
Become a Sustainable Business Change Agent,University of Colorado System,specialization,https://www.coursera.org/specializations/sustainable-business-change-agent,business/leadership-and-management
Mediation and Conflict Resolution,ESSEC Business School,course,https://www.coursera.org/learn/conflict-resolution-mediation,business/leadership-and-management
Business Chinese 1 中级汉语 （上）,Shanghai Jiao Tong University,course,https://www.coursera.org/learn/intermediate-business-chinese-1,business/leadership-and-management
L'innovation managériale en pratique,ESSEC Business School,course,https://www.coursera.org/learn/innovation-manageriale,business/leadership-and-management
Relationship Management,Rice University,course,https://www.coursera.org/learn/relationship-management,business/leadership-and-management
Management Skills for International Business,University of London,course,https://www.coursera.org/learn/management-skills-international-business,business/leadership-and-management
Менеджмент профессиональной траектории,National Research Tomsk State University,course,https://www.coursera.org/learn/management-proftraektorii,business/leadership-and-management
"Accounting, Business and Society: The Multi-faceted Role of Accounting",The Hong Kong University of Science and Technology,course,https://www.coursera.org/learn/accounting-business-society,business/leadership-and-management
Introducción al análisis de Costos para la Dirección de Empresas,Universidad Austral,course,https://www.coursera.org/learn/analisis-costos-direccion-empresas,business/leadership-and-management
