title,university,form,link,category
Introdução ao Controle Moderno,Instituto Tecnológico de Aeronáutica,course,https://www.coursera.org/learn/controle-moderno,physical-science-and-engineering/mechanical-engineering
Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360,Autodesk,course,https://www.coursera.org/learn/simulation-analysis-mechanical-engineers,physical-science-and-engineering/mechanical-engineering
Sensor Manufacturing and Process Control,University of Colorado Boulder,course,https://www.coursera.org/learn/sensor-manufacturing-process-control,physical-science-and-engineering/mechanical-engineering
"Modern Robotics, Course 3: Robot Dynamics",Northwestern University,course,https://www.coursera.org/learn/modernrobotics-course3,physical-science-and-engineering/mechanical-engineering
Creating Toolpaths for a CNC Lathe,Autodesk,course,https://www.coursera.org/learn/cnc-toolpaths-cnc-lathe,physical-science-and-engineering/mechanical-engineering
Collaborative Robot Safety: Design & Deployment,University at Buffalo,course,https://www.coursera.org/learn/collaborative-robot-safety,physical-science-and-engineering/mechanical-engineering
Digital Thread: Implementation,University at Buffalo,course,https://www.coursera.org/learn/digital-thread-implementation,physical-science-and-engineering/mechanical-engineering
Financing and Initiating Major Engineering Projects,University of Leeds,course,https://www.coursera.org/learn/financing-major-engineering-projects,physical-science-and-engineering/mechanical-engineering
Statistical Thermodynamics: Molecules to Machines,Carnegie Mellon University,course,https://www.coursera.org/learn/statistical-thermodynamics-cm,physical-science-and-engineering/mechanical-engineering
Multi-Axis CNC Toolpaths,Autodesk,course,https://www.coursera.org/learn/multi-axis-cnc-toolpaths,physical-science-and-engineering/mechanical-engineering
工程圖學 2D CAD,National Taiwan University,course,https://www.coursera.org/learn/2d-cad,physical-science-and-engineering/mechanical-engineering
Cyber Security in Manufacturing,University at Buffalo,course,https://www.coursera.org/learn/cyber-security-manufacturing,physical-science-and-engineering/mechanical-engineering
Введение в механику деформируемого твёрдого тела (Introduction to the mechanics of deformable solids),Saint Petersburg State University,course,https://www.coursera.org/learn/mekhanika-tvordogo-tela,physical-science-and-engineering/mechanical-engineering
Introduction to Advanced Vibrations,Korea Advanced Institute of Science and Technology(KAIST),course,https://www.coursera.org/learn/introduction-advanced-vibrations,physical-science-and-engineering/mechanical-engineering
"Major Engineering Projects: Governance, Risk and Scope",University of Leeds,course,https://www.coursera.org/learn/major-engineering-projects,physical-science-and-engineering/mechanical-engineering
CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360,Autodesk,course,https://www.coursera.org/learn/cam-design-manufacturing-mechanical-engineers,physical-science-and-engineering/mechanical-engineering
Введение в теорию кибернетических систем,Saint Petersburg State University,course,https://www.coursera.org/learn/kiberneticheskie-sistemy,physical-science-and-engineering/mechanical-engineering
材料力學一 (Mechanics of Materials (1)),National Taiwan University,course,https://www.coursera.org/learn/mechanics-of-materials-1,physical-science-and-engineering/mechanical-engineering
Controle de Sistemas no Plano-s,Instituto Tecnológico de Aeronáutica,course,https://www.coursera.org/learn/controle-s,physical-science-and-engineering/mechanical-engineering
Generative Design for Performance and Weight Reduction,Autodesk,course,https://www.coursera.org/learn/generative-design-performance-weight-reduction,physical-science-and-engineering/mechanical-engineering
Динамика,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/dynamics1,physical-science-and-engineering/mechanical-engineering
Roadmap to Success in Digital Manufacturing & Design,University at Buffalo,course,https://www.coursera.org/learn/roadmap-success-digital-manufacturing-design,physical-science-and-engineering/mechanical-engineering
Generative Design for Industrial Applications,Autodesk,course,https://www.coursera.org/learn/generative-design-industrial-applications,physical-science-and-engineering/mechanical-engineering
工程資訊管理 BIM 基礎,National Taiwan University,course,https://www.coursera.org/learn/jianzhu-zixun-jianmo,physical-science-and-engineering/mechanical-engineering
"Modern Robotics, Course 6: Capstone Project, Mobile Manipulation",Northwestern University,course,https://www.coursera.org/learn/modernrobotics-course6,physical-science-and-engineering/mechanical-engineering
Mécanique Lagrangienne,École Polytechnique Fédérale de Lausanne,course,https://www.coursera.org/learn/mecanique-lagrangienne,physical-science-and-engineering/mechanical-engineering
¿Cómo viajamos por la ciudad? Asignación y equilibrio en redes de transporte.,Pontificia Universidad Católica de Chile,course,https://www.coursera.org/learn/equilibrio-redes-transporte,physical-science-and-engineering/mechanical-engineering
Generative Design for Part Consolidation,Autodesk,course,https://www.coursera.org/learn/generative-design-part-consolidation,physical-science-and-engineering/mechanical-engineering
Introduction to Acoustics (Part 2),Korea Advanced Institute of Science and Technology(KAIST),course,https://www.coursera.org/learn/intro-to-acoustics-2,physical-science-and-engineering/mechanical-engineering
工程圖學 2D CAD 專題,National Taiwan University,course,https://www.coursera.org/learn/cad,physical-science-and-engineering/mechanical-engineering
